Title,Artist,Position,ID,Year,Tonality,MIC,RIC,Unique Word Ratio
Love Will Keep Us Together,Captain & Tennille,1,1975_01_3,1975,0.62,0.6581315553055382,0.4173680141627111,0.38
Rhinestone Cowboy,Glen Campbell,2,1975_02_1,1975,0.79,0.6200157221450039,0.2578750907645537,0.44
Rhinestone Cowboy,Glen Campbell,2,1975_02_2,1975,0.66,0.6817231221896609,0.33587394757577477,0.44
Rhinestone Cowboy,Glen Campbell,2,1975_02_3,1975,0.72,0.5133397412358589,0.2822082090534441,0.44
Elton John,Philadelphia Freedom,3,1975_03_1,1975,0.73,0.5017057425069569,0.23145886742507163,0.27
Elton John,Philadelphia Freedom,3,1975_03_2,1975,0.56,0.6643644636099053,0.3224869415628733,0.27
Elton John,Philadelphia Freedom,3,1975_03_3,1975,0.64,0.7541350454945208,0.3608692006038282,0.27
Before the Next Teardrop Falls,Freddy Fender,4,1975_04_1,1975,0.93,0.6753194504883878,0.36817083886922036,0.6
Before the Next Teardrop Falls,Freddy Fender,4,1975_04_2,1975,0.62,0.6786260524218349,0.3792663033032606,0.6
My Eyes Adored You,Frankie Valli,5,1975_05_1,1975,0.5,0.46169032831396484,0.2654373772673143,0.37
My Eyes Adored You,Frankie Valli,5,1975_05_2,1975,0.94,0.7039177547888887,0.3040685028408621,0.37
My Eyes Adored You,Frankie Valli,5,1975_05_3,1975,0.6,0.6203564335006081,0.2578125041213986,0.37
Silly Love Songs,Wing,1,1976_01_1,1976,0.85,0.533697014283283,0.33620490504139383,0.2
Silly Love Songs,Wing,1,1976_01_2,1976,0.72,0.7264842272109653,1.0,0.2
Silly Love Songs,Wing,1,1976_01_3,1976,0.71,0.6286029423712127,0.24355026691305628,0.2
Silly Love Songs,Wing,1,1976_01_4,1976,0.65,0.3462314929163609,0.24969993580553515,0.2
Silly Love Songs,Wing,1,1976_01_5,1976,0.96,0.2004202215444213,0.09496035878374215,0.2
Don't Go Breaking My Heart,Elton John and Kiki Dee,2,1976_02_1,1976,0.83,0.5305566022020101,0.2635939654319155,0.2
Don't Go Breaking My Heart,Elton John and Kiki Dee,2,1976_02_2,1976,0.69,0.532675057485646,0.3193588110217719,0.2
Don't Go Breaking My Heart,Elton John and Kiki Dee,2,1976_02_3,1976,0.79,0.7844034558795971,0.2275317790384762,0.2
Disco Lady,Johnnie Taylor,3,1976_03_1,1976,0.7,0.3877295155868407,0.22662870550587905,0.24
Disco Lady,Johnnie Taylor,3,1976_03_2,1976,0.89,0.6853775794264911,0.41506492534086087,0.24
Disco Lady,Johnnie Taylor,3,1976_03_3,1976,0.6,0.5252193464076276,0.2962737621305693,0.24
Disco Lady,Johnnie Taylor,3,1976_03_4,1976,0.61,0.8203460221273837,0.40101424593332186,0.24
"December, 1963 (Oh, What a Night)",The Four Seasons,4,1976_04_1,1976,0.98,0.7672669687576869,0.39901811155168954,0.33
"December, 1963 (Oh, What a Night)",The Four Seasons,4,1976_04_2,1976,0.78,0.6439556052323663,0.33116922271240234,0.33
"December, 1963 (Oh, What a Night)",The Four Seasons,4,1976_04_3,1976,0.56,0.52651647814663,0.2942269546953124,0.33
Play That Funky Music,Wild Cherry,5,1976_05_1,1976,0.82,0.34479827163120996,0.16068604960693242,0.31
Play That Funky Music,Wild Cherry,5,1976_05_2,1976,0.65,0.3375663983412881,0.18976983261550318,0.31
Play That Funky Music,Wild Cherry,5,1976_05_3,1976,0.78,0.6743558152495404,0.18178545628145226,0.31
Play That Funky Music,Wild Cherry,5,1976_05_4,1976,0.85,0.5642630418873624,0.218985676225365,0.31
Tonight's the Night (Gonna Be Alright),Rod Stewart,1,1977_01_1,1977,0.66,0.7106502608109974,0.4442542161533925,0.57
Tonight's the Night (Gonna Be Alright),Rod Stewart,1,1977_01_2,1977,0.79,0.7126627268545106,0.4130043139679191,0.57
Tonight's the Night (Gonna Be Alright),Rod Stewart,1,1977_01_3,1977,0.76,0.8947816326145758,0.4778769741960854,0.57
I Just Want To Be Your Everything,Andy Gibb,2,1977_02_1,1977,0.67,0.6072364049991282,0.28595612467350756,0.24
I Just Want To Be Your Everything,Andy Gibb,2,1977_02_2,1977,0.81,0.6168145067364821,0.23812089393667402,0.24
I Just Want To Be Your Everything,Andy Gibb,2,1977_02_3,1977,0.72,0.7048415399170493,0.3388790296405067,0.24
I Just Want To Be Your Everything,Andy Gibb,2,1977_02_4,1977,0.89,0.6710729142048778,0.3240599310351756,0.24
Best of My Love,The Emotions,3,1977_03_1,1977,0.81,0.5472410529260062,0.21147143973499158,0.25
Best of My Love,The Emotions,3,1977_03_2,1977,0.78,0.39701553090347186,0.15183576193345727,0.25
Best of My Love,The Emotions,3,1977_03_3,1977,0.87,0.7613229205750457,0.3132530011372452,0.25
Best of My Love,The Emotions,3,1977_03_4,1977,0.76,0.585078573480766,0.30758583994768596,0.25
Evergreen (Love Theme from A Star Is Born),Barbara Streisand,4,1977_04_1,1977,0.71,0.9722323790566069,0.4818641434154919,0.69
Evergreen (Love Theme from A Star Is Born),Barbara Streisand,4,1977_04_2,1977,0.89,0.9686556898071353,0.49418906684291003,0.69
Evergreen (Love Theme from A Star Is Born),Barbara Streisand,4,1977_04_3,1977,0.8,0.6828912728764585,0.38231782345559695,0.69
Evergreen (Love Theme from A Star Is Born),Barbara Streisand,4,1977_04_4,1977,0.78,0.8510190848597222,0.5224655393048399,0.69
Angel in Your Arms,Hot,5,1977_05_1,1977,0.76,0.5288050054773871,0.28473878442372347,0.35
Angel in Your Arms,Hot,5,1977_05_2,1977,0.79,0.608323614580323,0.32668133104003133,0.35
Angel in Your Arms,Hot,5,1977_05_3,1977,0.62,0.4015471337483486,0.24411763512885618,0.35
Shadow Dancing,Andy Gibb,1,1978_01_1,1978,0.76,0.5526278554549836,0.2928450369252109,0.25
Shadow Dancing,Andy Gibb,1,1978_01_2,1978,0.69,0.6043033978533688,0.30825814446684197,0.25
Shadow Dancing,Andy Gibb,1,1978_01_3,1978,0.75,0.5441067566312933,0.2704745982517803,0.25
Night Fever,Bee Gees,2,1978_02_1,1978,0.66,0.526614419366178,0.34294870010106593,0.3
Night Fever,Bee Gees,2,1978_02_2,1978,0.76,0.5706735561788158,0.2717625701147715,0.3
Night Fever,Bee Gees,2,1978_02_3,1978,0.77,0.5286725144955043,0.34991664062870836,0.3
Night Fever,Bee Gees,2,1978_02_4,1978,0.85,0.5300543454466337,0.2479452091409101,0.3
You Light Up My Life,Debby Boone,3,1978_03_1,1978,0.6,0.8159599572757178,0.3482267866096576,0.46
You Light Up My Life,Debby Boone,3,1978_03_2,1978,0.55,0.749011257241459,0.3364052819457496,0.46
Stayin Alive,Bee Gees,4,1978_04_2,1978,0.69,0.39530406792021666,0.2879199912517618,0.24
Stayin Alive,Bee Gees,4,1978_04_3,1978,0.52,0.4770612144463756,0.32400912609679616,0.24
Kiss You All Over,Exile,5,1978_05_1,1978,0.88,0.3602126773462434,0.2625489545952675,0.38
Kiss You All Over,Exile,5,1978_05_2,1978,0.85,0.46685269033964855,0.28093426093606266,0.38
Kiss You All Over,Exile,5,1978_05_3,1978,0.51,0.5167952492768543,0.3917325925341248,0.38
Kiss You All Over,Exile,5,1978_05_4,1978,0.73,0.5844205503007437,0.401325215531635,0.38
Kiss You All Over,Exile,5,1978_05_5,1978,0.69,0.29067414556337107,0.2655721634868744,0.38
Kiss You All Over,Exile,5,1978_05_6,1978,0.73,0.7415177878290267,0.45427842468454954,0.38
My Sharona,The Knack,1,1979_01_1,1979,0.69,0.2258396640794502,0.21152948368103178,0.33
My Sharona,The Knack,1,1979_01_2,1979,0.58,0.43574010641319705,0.2942249910778498,0.33
My Sharona,The Knack,1,1979_01_3,1979,0.68,0.35917971213279837,0.5330191918578174,0.33
Bad Girls,Donna Summer,2,1979_02_1,1979,0.88,0.7745833285367248,0.4730332867625795,0.26
Bad Girls,Donna Summer,2,1979_02_2,1979,0.8,0.7028731075367681,0.3619601659506458,0.26
Bad Girls,Donna Summer,2,1979_02_3,1979,0.74,0.6294790420911227,0.3848929172576032,0.26
Bad Girls,Donna Summer,2,1979_02_4,1979,0.83,0.49223315138295143,0.2970756800561189,0.26
Bad Girls,Donna Summer,2,1979_02_5,1979,0.74,0.45073255830942466,0.37537819418868407,0.26
Bad Girls,Donna Summer,2,1979_02_6,1979,0.84,0.6764214443188319,0.3224884509106244,0.26
Le Freak,Chic,3,1979_03_1,1979,0.68,0.6002384561133975,0.6785705485023654,0.37
Le Freak,Chic,3,1979_03_2,1979,0.87,0.481184708195065,0.30976003340236397,0.37
Da Ya Think I'm Sexy?,Rod Stewart,4,1979_04_1,1979,0.71,0.6348995966711444,0.2912704501819875,0.36
Da Ya Think I'm Sexy?,Rod Stewart,4,1979_04_2,1979,0.84,0.28610005129709043,0.2039177403951645,0.36
Reunited,Peaches & Herb,5,1979_05_1,1979,0.78,0.6540472912254207,0.16132711209302664,0.38
Reunited,Peaches & Herb,5,1979_05_2,1979,0.86,0.6930024052980821,0.3662164240317376,0.38
Reunited,Peaches & Herb,5,1979_05_3,1979,0.74,0.7123508040130323,0.2990681363184742,0.38
Call Me,Blondie,1,1980_01_1,1980,0.68,0.48137348214021736,0.22294777268746915,0.26
Call Me,Blondie,1,1980_01_2,1980,0.8,0.5170254155745215,0.30691234846573545,0.26
Call Me,Blondie,1,1980_01_3,1980,0.76,0.5891252033148924,0.3257977911050286,0.26
"Another Brick in the Wall, Part II",Pink Floyd,2,1980_02_1,1980,0.55,0.38927457599491094,0.4205987217354411,0.28
"Another Brick in the Wall, Part II",Pink Floyd,2,1980_02_2,1980,0.67,0.4685743817543389,0.365005941789211,0.28
Magic,Olivia Newton-John,3,1980_03_1,1980,0.55,0.9108741992879856,0.3868258641877523,0.34
Magic,Olivia Newton-John,3,1980_03_2,1980,0.82,0.5252887118360604,0.2932133470842045,0.34
Magic,Olivia Newton-John,3,1980_03_3,1980,0.86,0.7053314764647179,0.28473100322318134,0.34
Rock with You,Michael Jackson,4,1980_04_1,1980,0.75,0.6183586807986741,0.4620154438337588,0.3
Rock with You,Michael Jackson,4,1980_04_2,1980,0.9,0.9163406488575836,0.34854492194632314,0.3
Rock with You,Michael Jackson,4,1980_04_3,1980,0.78,0.8127162681727096,0.31903934218369523,0.3
Rock with You,Michael Jackson,4,1980_04_4,1980,0.89,0.6658993664942107,0.4107853236581427,0.3
Do That To Me One More Time,Captain & Tennille,5,1980_05_1,1980,0.9,0.66896139014601,0.18001150375032762,0.21
Do That To Me One More Time,Captain & Tennille,5,1980_05_2,1980,0.89,0.7432595106605658,0.32474397329752225,0.21
Bette Davis Eyes,Kim Carnes,1,1981_01_1,1981,0.79,0.5694429535614357,0.2368119377437839,0.35
Bette Davis Eyes,Kim Carnes,1,1981_01_2,1981,0.88,0.6245628183158327,0.27883727867847774,0.35
Endless Love,Diana Ross and Lionel Richie,2,1981_02_1,1981,0.65,0.5508099068779139,0.5546143533261987,0.44
Endless Love,Diana Ross and Lionel Richie,2,1981_02_2,1981,0.85,0.8595114306231217,0.5287155578419748,0.44
Endless Love,Diana Ross and Lionel Richie,2,1981_02_3,1981,0.67,0.9096256924838645,0.4662995882135919,0.44
Lady,Kenny Rogers,3,1981_03_1,1981,0.69,0.5684125942048728,0.3664796806564818,0.49
Lady,Kenny Rogers,3,1981_03_2,1981,0.78,0.8174109763861043,0.43489168809168705,0.49
Lady,Kenny Rogers,3,1981_03_3,1981,0.77,0.7310165391325446,0.5017699784038421,0.49
(Just Like) Starting Over,John Lennon,4,1981_04_1,1981,0.71,0.5851592486826055,0.3790328086715504,0.37
(Just Like) Starting Over,John Lennon,4,1981_04_2,1981,0.86,0.7773726058348652,0.38857131495794567,0.37
(Just Like) Starting Over,John Lennon,4,1981_04_3,1981,0.77,0.7193839585570477,0.4652556031472603,0.37
Jessie's Girl,Rick Springfield,5,1981_05_1,1981,0.93,0.6362624066397262,0.2029897259900199,0.34
Jessie's Girl,Rick Springfield,5,1981_05_2,1981,0.77,0.47471810593643515,0.24169617241250638,0.34
Jessie's Girl,Rick Springfield,5,1981_05_3,1981,0.75,0.5351833985942122,0.2646691046081389,0.34
Jessie's Girl,Rick Springfield,5,1981_05_4,1981,0.82,0.5001752004443727,0.2700523911895966,0.34
Physical,Olivia Newton-John,1,1982_01_1,1982,0.78,0.5368161186096425,0.2643690960983484,0.3
Physical,Olivia Newton-John,1,1982_01_2,1982,0.64,0.39025359819820493,0.19184241619342218,0.3
Eye of the Tiger,Survivor,2,1982_02_1,1982,0.54,0.6217721937719574,0.39473453867246117,0.34
Eye of the Tiger,Survivor,2,1982_02_2,1982,0.75,0.526795712552118,0.3675742801609913,0.34
I Love Rock 'N Roll,Joan Jett & The Blackhearts,3,1982_03_1,1982,0.63,0.4994228168821505,0.2997819991893015,0.25
I Love Rock 'N Roll,Joan Jett & The Blackhearts,3,1982_03_2,1982,0.79,0.5140301337673554,0.27646414439788675,0.25
Ebony and Ivory,Paul McCartney and Stevie Wonder,4,1982_04_1,1982,0.85,0.6686933059716705,0.2323476387886874,0.25
Ebony and Ivory,Paul McCartney and Stevie Wonder,4,1982_04_2,1982,0.68,0.8259892799727777,0.3040273401434557,0.25
Ebony and Ivory,Paul McCartney and Stevie Wonder,4,1982_04_3,1982,0.57,0.21225573987220514,0.13533286135394157,0.25
Centerfold,The J. Geils Band,5,1982_05_1,1982,0.84,0.5612493949935986,0.31234559006159623,0.26
Centerfold,The J. Geils Band,5,1982_05_2,1982,0.88,0.417206312741123,0.27563864840892416,0.26
Centerfold,The J. Geils Band,5,1982_05_3,1982,0.82,0.7087625213594733,0.29933323932978767,0.26
Every Breath You Take,The Police,1,1983_01_1,1983,0.83,0.6479398185897455,0.2623126024605334,0.2
Every Breath You Take,The Police,1,1983_01_2,1983,0.81,0.8848909698667112,0.28864274901661746,0.2
Every Breath You Take,The Police,1,1983_01_3,1983,0.69,0.49089645316394326,0.22081499104584576,0.2
Billie Jean,Michael Jackson,2,1983_02_1,1983,0.85,0.3973356790347004,0.2378782259875639,0.27
Billie Jean,Michael Jackson,2,1983_02_2,1983,0.82,0.5172546955263106,0.33511480427241425,0.27
Billie Jean,Michael Jackson,2,1983_02_3,1983,0.83,0.5669824928572134,0.24522954084398765,0.27
Flashdance...What a Feeling,Irene Cara,3,1983_03_1,1983,0.77,0.7258580061210549,0.5960061052442455,0.32
Flashdance...What a Feeling,Irene Cara,3,1983_03_2,1983,0.79,0.7564317981150281,0.41173608085658553,0.32
Down Under,Men at Work,4,1983_04_1,1983,0.77,0.6327089041984301,0.3698003922475351,0.29
Down Under,Men at Work,4,1983_04_2,1983,0.82,0.6994853163208721,0.31849508310773517,0.29
Beat It,Michael Jackson,5,1983_05_1,1983,0.73,0.6126950192711625,0.18010196203836246,0.21
Beat It,Michael Jackson,5,1983_05_2,1983,0.76,0.4914223576273517,0.3008381762685353,0.21
When Doves Cry,Prince,1,1984_01_1,1984,0.57,0.5288252141634114,0.2938521382217412,0.32
What's Love Got to Do with It,Tina Turner,2,1984_02_1,1984,0.77,0.5857718732267432,0.2873374416352809,0.29
What's Love Got to Do with It,Tina Turner,2,1984_02_2,1984,0.73,0.4890284260447517,0.32371974163670997,0.29
What's Love Got to Do with It,Tina Turner,2,1984_02_3,1984,0.79,0.6768732148129823,0.26691675787132474,0.29
Say Say Say,Paul McCartney and Michael Jackson,3,1984_03_1,1984,0.67,0.7265572621113341,0.30923711034898266,0.27
Say Say Say,Paul McCartney and Michael Jackson,3,1984_03_2,1984,0.79,0.6523190231243137,0.3263887227303797,0.27
Say Say Say,Paul McCartney and Michael Jackson,3,1984_03_3,1984,0.73,0.7111313161729655,0.2768187385423654,0.27
Footloose,Kenny Loggins,4,1984_04_1,1984,0.84,0.6051535099121282,0.3307020869103654,0.45
Footloose,Kenny Loggins,4,1984_04_2,1984,0.61,0.24844990426099542,0.34631611354923364,0.45
Against All Odds (Take a Look at Me Now),Phil Collins,5,1984_05_1,1984,0.75,0.8252704357385889,0.2936014692641641,0.35
Against All Odds (Take a Look at Me Now),Phil Collins,5,1984_05_2,1984,0.68,0.5399814547370122,0.2077780657880313,0.35
Careless Whisper,George Michael,1,1985_01_1,1985,0.75,0.6956874483209388,0.32985770209372145,0.35
Careless Whisper,George Michael,1,1985_01_2,1985,0.65,0.4435085734978193,0.2662367893825199,0.35
Careless Whisper,George Michael,1,1985_01_3,1985,0.74,0.7583911543135158,0.4028266355435839,0.35
Careless Whisper,George Michael,1,1985_01_4,1985,0.81,0.52468280579368,0.26947891231348403,0.35
Like a Virgin,Madonna,2,1985_02_1,1985,0.68,0.6065187307414989,0.2623260840132618,0.41
Like a Virgin,Madonna,2,1985_02_2,1985,0.71,0.780001330440617,0.3108076086648026,0.41
Like a Virgin,Madonna,2,1985_02_3,1985,0.78,0.43424188052133433,0.26670798430423703,0.41
Wake Me Up Before You Go-Go,Wham!,3,1985_03_1,1985,0.91,0.5948343875667116,0.29000566072814427,0.31
Wake Me Up Before You Go-Go,Wham!,3,1985_03_2,1985,0.65,0.7450705280128674,0.29791845294798003,0.31
Wake Me Up Before You Go-Go,Wham!,3,1985_03_3,1985,0.91,0.454962519925011,0.26345718628716946,0.31
Wake Me Up Before You Go-Go,Wham!,3,1985_03_4,1985,0.78,0.7570592246353326,0.3475646372166329,0.31
I Want to Know What Love Is,Foreigner,4,1985_04_1,1985,0.72,0.6306547444448033,0.36465215360712366,0.28
I Want to Know What Love Is,Foreigner,4,1985_04_2,1985,0.92,0.646148690838952,0.3511207777491357,0.28
I Want to Know What Love Is,Foreigner,4,1985_04_3,1985,0.6,0.5455270727204568,0.3559351134977341,0.28
I Feel for You,Chaka Khan,5,1985_05_1,1985,0.76,0.6963114889999884,0.2986649939303119,0.15
I Feel for You,Chaka Khan,5,1985_05_2,1985,0.55,0.5897606069481015,0.29683737895778384,0.15
I Feel for You,Chaka Khan,5,1985_05_3,1985,0.59,0.49060142407490476,0.24586545982463875,0.15
That's What Friends Are For,Dionne and Friends,1,1986_01_1,1986,0.66,0.5352853106432948,0.27960824764819886,0.3
That's What Friends Are For,Dionne and Friends,1,1986_01_2,1986,0.85,0.8306118041778465,0.35211496899354244,0.3
"Say You, Say Me",Lionel Richie,2,1986_02_1,1986,0.73,0.6856609264768543,0.49253571559325743,0.44
"Say You, Say Me",Lionel Richie,2,1986_02_2,1986,0.73,0.6209662926456057,0.3166170881588158,0.44
"Say You, Say Me",Lionel Richie,2,1986_02_3,1986,0.61,0.7153558001710243,0.3530709429667367,0.44
I Miss You,Klymaxx,3,1986_03_1,1986,0.8,0.8594105821890929,0.32767445255253685,0.34
I Miss You,Klymaxx,3,1986_03_2,1986,0.87,0.8498607194314206,0.4591456755276067,0.34
I Miss You,Klymaxx,3,1986_03_3,1986,0.69,0.7544774054534585,0.2988996755248166,0.34
On My Own,Patti LaBelle feat. Michael McDonald,4,1986_04_1,1986,0.79,0.6963672224288138,0.38213218833607243,0.41
On My Own,Patti LaBelle feat. Michael McDonald,4,1986_04_2,1986,0.62,0.5392045548477973,0.5008575263997818,0.41
On My Own,Patti LaBelle feat. Michael McDonald,4,1986_04_3,1986,0.84,0.7463034705833661,0.39169480022490044,0.41
On My Own,Patti LaBelle feat. Michael McDonald,4,1986_04_4,1986,0.85,0.7528902613430885,0.4596622974204737,0.41
On My Own,Patti LaBelle feat. Michael McDonald,4,1986_04_5,1986,0.81,0.6366152254800275,0.2878306613110749,0.41
Broken Wings,Mr. Mister,5,1986_05_1,1986,0.83,0.7209487135705329,0.51351967914561,0.28
Broken Wings,Mr. Mister,5,1986_05_2,1986,0.75,0.6703856061570377,0.411690595269989,0.28
Broken Wings,Mr. Mister,5,1986_05_3,1986,0.62,0.5118163785748886,0.4022879595889167,0.28
Walk Like an Egyptian,The Bangles,1,1987_01_1,1987,0.77,0.3155117729369907,0.22266803046835604,0.5
Walk Like an Egyptian,The Bangles,1,1987_01_2,1987,0.57,0.7197323456679577,0.44181861246053966,0.5
Walk Like an Egyptian,The Bangles,1,1987_01_3,1987,0.8,0.8914804196640682,0.4343025735451819,0.5
Alone,Heart,2,1987_02_1,1987,0.69,0.5212851761385351,0.4037756196247657,0.42
Alone,Heart,2,1987_02_2,1987,0.61,0.6038085686764523,0.24600641531995823,0.42
Shake You Down,Gregory Abbott,3,1987_03_1,1987,0.81,0.5363952993135609,0.3245391269653598,0.31
Shake You Down,Gregory Abbott,3,1987_03_2,1987,0.49,0.3319490927032097,0.2468687071555522,0.31
Shake You Down,Gregory Abbott,3,1987_03_3,1987,0.74,0.5376072177598272,0.24826558651840974,0.31
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,4,1987_04_1,1987,0.78,0.655371101975359,0.3546445918628138,0.24
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,4,1987_04_2,1987,0.71,0.2909206383521159,0.2667493228479834,0.24
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,4,1987_04_3,1987,0.8,0.37679050066108455,0.3598079679423213,0.24
Nothing's Gonna Stop Us Now,Starship,5,1987_05_1,1987,0.63,0.5061605700718584,0.18522338411193384,0.26
Nothing's Gonna Stop Us Now,Starship,5,1987_05_2,1987,0.84,0.49842782272613023,0.20789865241564165,0.26
Nothing's Gonna Stop Us Now,Starship,5,1987_05_3,1987,0.75,0.4900807490521781,0.1556218801708715,0.26
Nothing's Gonna Stop Us Now,Starship,5,1987_05_4,1987,0.79,0.6483963044439683,0.3269931066007359,0.26
Faith,George Michael,1,1988_01_1,1988,0.7,0.4842427787442473,0.2926993482325749,0.38
Faith,George Michael,1,1988_01_2,1988,0.74,0.6234768850727026,0.4188118738060546,0.38
Faith,George Michael,1,1988_01_3,1988,0.81,0.544109539757351,0.3219747158285047,0.38
Need You Tonight,INXS,2,1988_02_1,1988,0.69,0.6746390027576453,0.28274947874162526,0.28
Need You Tonight,INXS,2,1988_02_2,1988,0.82,0.5298282208861712,0.3446068431634817,0.28
Need You Tonight,INXS,2,1988_02_3,1988,0.74,0.7872190221964868,0.2696026934829365,0.28
Need You Tonight,INXS,2,1988_02_4,1988,0.87,0.5639535299066731,0.3851395417493618,0.28
Got My Mind Set On You,George Harrison,3,1988_03_1,1988,0.73,0.5436486399006544,0.24717848979107074,0.1
Got My Mind Set On You,George Harrison,3,1988_03_2,1988,0.89,0.7340973710438807,0.2685618736507237,0.1
Got My Mind Set On You,George Harrison,3,1988_03_3,1988,0.96,0.6630505622068861,0.285324162235505,0.1
Got My Mind Set On You,George Harrison,3,1988_03_4,1988,0.7,0.4539512701855834,0.29653810314107637,0.1
Never Gonna Give You Up,Rick Astley,4,1988_04_1,1988,0.85,0.7119826868428722,0.20878456627623349,0.21
Never Gonna Give You Up,Rick Astley,4,1988_04_2,1988,0.61,0.8446008770860456,0.29499086050371276,0.21
Never Gonna Give You Up,Rick Astley,4,1988_04_3,1988,0.81,0.5479256133016237,0.2945423644137089,0.21
Sweet Child O'Mine,Guns N' Roses,5,1988_05_1,1988,0.63,0.44151452572165634,0.25748903477908847,0.34
Sweet Child O'Mine,Guns N' Roses,5,1988_05_2,1988,0.84,0.8741637029712721,0.5381189555238535,0.34
Sweet Child O'Mine,Guns N' Roses,5,1988_05_3,1988,0.71,0.3654217497997115,0.25659790414374517,0.34
Look Away,Chicago,1,1989_01_1,1989,0.77,0.4367121264840528,0.30395795410848975,0.28
Look Away,Chicago,1,1989_01_2,1989,0.7,0.6405305874895831,0.266896154541829,0.28
Look Away,Chicago,1,1989_01_3,1989,0.85,0.49127357560822654,0.24255880128691854,0.28
My Prerogative,Bobby Brown,2,1989_02_1,1989,0.48,0.28660108489515485,0.25831990873528066,0.28
My Prerogative,Bobby Brown,2,1989_02_2,1989,0.86,0.6142063808089412,0.34949200102548894,0.28
My Prerogative,Bobby Brown,2,1989_02_3,1989,0.54,0.42613259571960244,0.2797375826312209,0.28
My Prerogative,Bobby Brown,2,1989_02_4,1989,0.76,0.5911672024030694,0.3197404708487389,0.28
My Prerogative,Bobby Brown,2,1989_02_5,1989,0.61,0.6768279402655208,0.5009398371407329,0.28
My Prerogative,Bobby Brown,2,1989_02_6,1989,0.57,0.5141885946834712,0.31658279812252854,0.28
Every Rose Has Its Thorn,Poison,3,1989_03_1,1989,0.85,0.43407143620894434,0.27941782071591104,0.42
Every Rose Has Its Thorn,Poison,3,1989_03_2,1989,0.81,0.7346047154245983,0.49147927474451375,0.42
Every Rose Has Its Thorn,Poison,3,1989_03_3,1989,0.59,0.4278980194399263,0.3291277932443752,0.42
Straight Up,Paula Abdul,4,1989_04_1,1989,0.77,0.6275408341052904,0.426524054659748,0.26
Straight Up,Paula Abdul,4,1989_04_2,1989,0.74,0.36377561050768425,0.23316100138019447,0.26
Straight Up,Paula Abdul,4,1989_04_3,1989,0.57,0.46367251678227667,0.28529651039855025,0.26
Straight Up,Paula Abdul,4,1989_04_4,1989,0.54,0.6634224906643228,0.22966993864732924,0.26
Straight Up,Paula Abdul,4,1989_04_5,1989,0.84,0.3833205121038454,0.35042420643506866,0.26
Straight Up,Paula Abdul,4,1989_04_6,1989,0.78,0.5421611565208362,0.25692159329398023,0.26
Miss You Much,Janet Jackson,5,1989_05_1,1989,0.82,0.5615825546823201,0.21556376506567917,0.21
Miss You Much,Janet Jackson,5,1989_05_2,1989,0.56,0.5298088630921899,0.16077750435756022,0.21
Miss You Much,Janet Jackson,5,1989_05_3,1989,0.69,0.2749897766207363,0.25038772945646703,0.21
Miss You Much,Janet Jackson,5,1989_05_4,1989,0.75,0.6950873744344372,0.19422378594426679,0.21
Miss You Much,Janet Jackson,5,1989_05_5,1989,0.74,0.7021996619384641,0.4099623334795242,0.21
Hold On,Wilson Phillips,1,1990_01_1,1990,0.85,0.5338605273709048,0.2620570684208847,0.24
Hold On,Wilson Phillips,1,1990_01_2,1990,0.83,0.8024649867408152,0.25992063796770776,0.24
Hold On,Wilson Phillips,1,1990_01_3,1990,0.92,0.5668300768199872,0.2501233737920983,0.24
Hold On,Wilson Phillips,1,1990_01_4,1990,0.84,0.6419262454364133,0.2859575460980887,0.24
It Must Have Been Love,Roxette,2,1990_02_1,1990,0.67,0.6214484470764631,0.4612394485894879,0.28
It Must Have Been Love,Roxette,2,1990_02_2,1990,0.82,0.5529238772514058,0.3129723943402941,0.28
Nothing Compares 2 U,Sinead O'Connor,3,1990_03_1,1990,0.82,0.5511647465868177,0.3616594540554955,0.51
Nothing Compares 2 U,Sinead O'Connor,3,1990_03_2,1990,0.64,0.6962614990924545,0.3555370413457066,0.51
Nothing Compares 2 U,Sinead O'Connor,3,1990_03_3,1990,0.84,0.6941627206873159,0.3821034374594931,0.51
Poison,Bell Biv DeVoe,4,1990_04_1,1990,0.76,0.6435258692967494,0.22660212340082553,0.47
Poison,Bell Biv DeVoe,4,1990_04_2,1990,0.71,0.5506160275805027,0.30486375325935583,0.47
Poison,Bell Biv DeVoe,4,1990_04_3,1990,0.75,0.4193210453720703,0.30680275223437103,0.47
Vogue,Madonna,5,1990_05_1,1990,0.69,0.5800075405343785,0.26119882105110925,0.36
Vogue,Madonna,5,1990_05_2,1990,0.72,0.5433138670624346,0.28150259630673213,0.36
Vogue,Madonna,5,1990_05_3,1990,0.64,0.6621712893687318,0.3065786067664007,0.36
(Everything I Do) I Do It For You,Bryan Adams,1,1991_01_1,1991,0.81,0.677867340350042,0.4361177620430212,0.31
(Everything I Do) I Do It For You,Bryan Adams,1,1991_01_2,1991,0.79,0.7464508344490862,0.34762729712909635,0.31
(Everything I Do) I Do It For You,Bryan Adams,1,1991_01_3,1991,0.71,0.9092153852498991,0.4840468068022101,0.31
(Everything I Do) I Do It For You,Bryan Adams,1,1991_01_4,1991,0.68,0.6740200674308544,0.46465189335454055,0.31
